,Unnamed: 0,Npoints,lapse1,lapse2,deckchoice,RT1,RT2,choice_onset,press1_onset,info_onset,partner_onset,press2_onset,aff_onset,fix1_list,fix2_list,fix3_list,fix4_list,soc_win,block,duration,frequency,stimaff,stiminf,point_total,word,rating,is_catch,partner,highval_count
0,0,65,0,0,2,0.5423802385848829,0.7511874936230925,4.782996853950864,5.3327234808330095,8.766013016444049,15.265698704096847,16.01691143047401,23.282536630461887,1.75,4.75,4.75,3.25,1,3,250,55,1,0,2184,excited,0.0,0,1,77
1,1,41,0,0,1,0.5936060201693181,0.9316258194703549,28.782407724002038,29.376051044764157,32.765201911399345,37.26494354994111,38.19659460216553,45.28196322527265,1.75,2.75,4.75,2.5,1,3,250,55,1,0,2225,irritable,0.0,0,0,77
2,2,61,0,0,2,0.4515697515594184,1.4605957636035782,50.031727810992834,50.483335228837404,55.01451175901184,61.51437407594175,62.97499616937557,67.53127234150088,2.75,4.75,2.75,2.5,1,3,250,55,1,0,2286,active,0.0,0,0,78
3,3,60,0,0,2,0.3427584373393984,0.8779747679773209,72.28093745897377,72.6304930150982,79.2638197781639,83.76349010674903,84.64149120455704,89.78023624440084,4.75,2.75,2.75,3.25,0,3,250,55,1,0,2286,active,0.0,0,0,79
4,4,58,0,0,2,0.6948445826924399,1.18809079841958,95.28036551655303,95.97524776553018,99.2632167519155,102.7628519740606,103.9509680052338,108.7798350801836,1.75,1.75,2.75,2.5,1,3,250,55,1,0,2344,afraid,0.0,0,1,80
5,5,37,0,0,1,0.3770215915578774,1.0082302660662208,113.52967755831787,113.90673645046854,120.51233936518065,125.01212744661734,126.02038331113,130.02939176995324,4.75,2.75,1.75,1.75,1,3,250,55,1,0,2381,active,0.0,0,1,80
6,6,50,0,0,2,0.4329783316470639,0.0,134.0291164038135,134.46213203605294,138.01185464032187,0.0,0.0,0.0,1.75,2.75,4.75,1.75,0,3,250,55,1,0,2381,interested,7.499999999999981,1,0,81
7,7,53,0,0,2,0.3794146805626042,1.370823110715719,152.77829515081342,153.1577474976607,159.761082024369,163.2609150859321,164.63176379509378,168.27802143028748,4.75,1.75,1.75,1.75,1,3,250,55,1,0,2434,excited,0.0,0,0,82
8,8,52,0,0,2,0.4105650637529834,1.4818347942123182,172.27769047895072,172.69392852401916,176.2610726992207,179.76037843279755,181.24223955683965,184.79403453815482,1.75,1.75,1.75,2.5,1,3,250,55,1,0,2486,enthusiastic,0.0,0,1,83
9,9,51,0,0,2,0.3763190970621508,1.1429750001916543,189.52746658397155,189.90382407870263,194.52674031949073,198.02662238379295,199.1696237138153,204.04362962559344,2.75,1.75,2.75,1.75,0,3,250,55,1,0,2486,afraid,0.0,0,0,84
