,Unnamed: 0,Npoints,lapse1,lapse2,deckchoice,RT1,RT2,choice_onset,press1_onset,info_onset,partner_onset,press2_onset,aff_onset,fix1_list,fix2_list,fix3_list,fix4_list,soc_win,block,duration,frequency,stimaff,stiminf,point_total,word,rating,is_catch,partner,highval_count
0,0,47,0,0,2,0.6858389458338934,1.2009094097284103,4.783131305263397,5.469008649046828,11.765760072787998,16.265673951671946,17.466610788507296,22.28279760879514,4.75,2.75,2.75,1.75,0,3,250,55,1,0,2535,attentive,0.0,0,1,77
1,1,38,0,0,1,0.4789983327973459,1.0672282275395446,26.282466289342665,26.76149534050046,31.265296188985303,35.7650528191225,36.83230810807436,41.78211833077921,2.75,2.75,2.75,3.25,0,3,250,55,1,0,2535,upset,0.0,0,1,77
2,2,45,0,0,2,0.658139030565053,1.1475472303923198,47.281938957499285,47.94905286885705,52.264848578599405,55.764655308918925,56.91223289197661,60.78167437734054,2.75,1.75,1.75,1.75,1,3,250,55,1,0,2580,enthusiastic,0.0,0,1,78
3,3,45,0,0,2,0.5693318866447044,1.2874781360246743,64.78139571793372,65.35076600252842,68.76447209584421,72.26419727623215,73.5517013765848,78.28118782046295,1.75,1.75,2.75,1.75,1,3,250,55,1,0,2625,hostile,0.0,0,1,79
4,4,46,0,0,2,0.3154259923403515,0.0,82.28099400224029,82.61386546309222,86.263922273773,0.0,0.0,0.0,1.75,4.75,1.75,1.75,0,3,250,55,1,0,2625,guilty,-7.499999999999981,1,0,80
5,5,38,0,0,2,0.41752065535456495,1.0076795899535682,100.03055014022586,100.46357003658069,104.01355228210015,110.51329574722605,111.52100239859192,115.53022997446352,1.75,4.75,1.75,2.5,0,3,250,55,1,0,2625,ashamed,0.0,0,1,80
6,6,42,0,0,1,0.8875667804340992,1.9517312172770291,120.28018106278931,121.17964608792543,127.26288918607679,130.76280525912944,132.7145642692085,138.77979982600257,4.75,1.75,4.75,2.5,1,3,250,55,1,0,2667,jittery,0.0,0,0,81
7,7,39,0,0,2,0.5685207756682757,1.1838139111018793,143.52986647387252,144.11247929710544,148.51250840640841,155.01226942488302,156.19611003170212,161.0293159204116,2.75,4.75,2.75,3.25,0,3,250,55,1,0,2667,strong,0.0,0,1,81
8,8,41,0,0,2,0.6649698429819182,1.0961630940118994,166.5291489807537,167.1941590501592,171.51182601998653,176.0116170254314,177.10780754655025,184.028936694946,2.75,2.75,4.75,2.5,0,3,250,55,1,0,2667,excited,0.0,0,1,81
9,9,50,0,0,1,1.101023177368006,1.4672021169335494,188.7784705255508,189.89471318742835,192.76138453498788,197.26129768248256,198.72852686082885,202.278303951588,1.75,2.75,1.75,1.75,0,3,250,55,1,0,2667,jittery,0.0,0,1,82
10,10,48,0,0,1,0.3350268657654851,1.1160301932218315,206.27819278038083,206.61325804409626,210.27756305400501,213.76110989822337,214.8771675185526,218.794130672246,1.75,1.75,1.75,1.75,0,3,250,55,1,0,2667,attentive,0.0,0,0,83
11,11,33,0,0,2,0.3934305130587745,1.146902510531163,222.7944426098757,223.19387819658368,229.77709734172825,234.2769099231641,235.42384022649685,239.29447936219918,4.75,2.75,1.75,1.75,0,3,250,55,1,0,2667,active,0.0,0,1,83
12,12,33,0,0,2,0.9085441289353184,1.1549540120554411,243.29392460324883,244.20250749582829,247.2765892088596,250.77661096769768,251.93159167547086,258.79359310094884,1.75,1.75,4.75,2.5,0,3,250,55,1,0,2667,irritable,0.0,0,0,83
13,13,46,0,0,1,0.4717319779224454,0.9780740392925508,263.54346775907015,264.02626310055757,268.52609067547843,272.0259880980984,273.0040888331082,277.04329167704327,2.75,1.75,1.75,3.25,1,3,250,55,1,0,2713,attentive,0.0,0,1,84
14,14,43,0,0,1,0.40909431670115737,1.0344389383003545,282.5428526604842,282.9519853751353,287.5259944977565,291.02551050074226,292.05997686614955,299.04262464980184,2.75,1.75,4.75,3.25,1,3,250,55,1,0,2756,ashamed,0.0,0,0,85
15,15,48,0,0,1,0.7823055664957792,1.5222889127562669,304.5422112318756,305.3245555620161,308.52522288181353,312.0249890200148,313.54730499418383,318.0427709277056,1.75,1.75,2.75,1.75,1,3,250,55,1,0,2804,jittery,0.0,0,0,86
16,16,48,0,0,1,0.3851976269334045,1.3606137967126417,322.041907156683,322.42718231090566,326.0247966645711,330.52463740450366,331.8852789940179,335.54174899369946,1.75,2.75,1.75,1.75,1,3,250,55,1,0,2852,distressed,0.0,0,0,87
17,17,48,0,0,1,0.5631809007863922,1.1846966982516278,339.54153359948623,340.1047528982226,343.5242468424999,347.02407770867376,348.20880110264306,355.04135495759596,1.75,1.75,4.75,2.5,0,3,250,55,1,0,2852,determined,0.0,0,0,88
18,18,49,0,0,1,0.4427375032046257,1.0735627921671949,359.79088695972723,360.23366286088134,364.77372490465444,369.27362854408517,370.3472183976646,374.290729893828,2.75,2.75,1.75,1.75,1,3,250,55,1,0,2901,strong,0.0,0,0,89
19,19,51,0,0,1,0.4687080479538963,1.4068705268673511,378.2904047911866,378.77330837832284,385.27329027643236,391.7731057834262,393.1800030060108,397.7902981911639,4.75,4.75,2.75,1.75,0,3,250,55,1,0,2901,determined,0.0,0,0,90
20,20,49,0,0,1,0.3119091058360937,1.2089013030072238,401.7897953608695,402.10174286465553,405.77272619226545,409.2726199579379,410.48155015083097,414.2896485344236,1.75,1.75,1.75,2.5,1,3,250,55,1,0,2950,proud,0.0,0,1,91
21,21,50,0,0,1,0.4359721501496097,1.0711455498058058,419.0393677722718,419.4889265798288,424.0223289563328,427.5221773758549,428.59334998707254,432.53916718869635,2.75,1.75,1.75,1.75,0,3,250,55,1,0,2950,inspired,0.0,0,0,92
22,22,37,0,0,2,0.41004366029756056,1.8770984022430641,436.5390746679212,436.94915672616935,443.5218029044208,447.0217731002977,448.89889783256416,453.0388609193351,4.75,1.75,2.75,1.75,1,3,250,55,1,0,2987,scared,0.0,0,0,92
23,23,50,0,0,1,0.4222454316495714,1.2114143573953695,457.03847072302597,457.46075455262604,464.0216326735099,467.5211153982728,468.7325568170808,472.53818785812933,4.75,1.75,1.75,1.75,0,3,250,55,1,0,2987,nervous,0.0,0,0,93
24,24,53,0,0,1,0.451495527005136,1.400499392763777,476.538061327743,476.9895956183918,480.5376374875159,484.02082851073374,485.42135496490937,492.0377181232106,1.75,1.75,4.75,2.5,0,3,250,55,1,0,2987,jittery,0.0,0,1,94
25,25,52,0,0,1,0.5440269063574306,1.1438752893100173,496.80412584141783,497.34819224281,501.78699413901,505.28699468755264,506.4308970382745,510.28775898959975,2.75,1.75,1.75,1.75,1,3,250,55,1,0,3039,distressed,0.0,0,1,95
26,26,53,0,0,1,0.5890285720979591,0.0,514.3037625236739,514.9033633312747,518.2866147306968,0.0,0.0,0.0,1.75,4.75,1.75,3.25,0,3,250,55,1,0,3039,distressed,-6.499999999999986,1,0,96
27,27,62,0,0,1,0.4170712164950601,0.0,533.55327605822,533.9703864040539,537.5360357444688,0.0,0.0,0.0,1.75,2.75,2.75,1.75,0,3,250,55,1,0,3039,nervous,-4.449999999999992,1,1,97
28,28,59,0,0,11,0.0,1.3992520079382302,0.0,0.0,0.0,549.5359779646969,550.935257034047,554.5526905809102,2.75,1.75,1.75,1.75,1,3,250,55,1,0,3098,hostile,-7.499999999999981,2,1,97
29,29,60,0,0,11,0.0,1.370290445748651,0.0,0.0,0.0,565.2855915167593,566.6559086582256,570.302348747733,2.75,1.75,1.75,3.25,1,3,250,55,1,0,3158,upset,-7.499999999999981,2,0,97
30,30,61,0,0,1,0.5783480909449281,1.0914668419072768,583.3021845507865,583.8850043572529,587.2849500881513,591.7849904974219,592.8764844007419,597.8018435404229,1.75,2.75,2.75,1.75,1,3,250,55,1,0,3219,interested,0.0,0,1,98
31,31,60,0,0,1,0.31346111439688684,1.1836551995756963,601.8016764179174,602.134557752528,605.7845619031632,612.2842900091091,613.4679722700977,618.3017171928832,1.75,4.75,2.75,2.5,1,3,250,55,1,0,3279,guilty,0.0,0,0,99
32,32,56,0,0,22,0.0,1.232891976328574,0.0,0.0,0.0,622.2840790032333,623.5169980409728,627.3013566178497,4.75,1.75,1.75,2.5,1,3,250,55,1,0,3335,excited,-6.799999999999983,2,1,99
33,33,57,0,0,1,0.7527735204812416,1.2579599864111517,641.5506573180455,642.31690961598,645.5335735216512,652.0333451452743,653.2913321930972,657.0505825334676,1.75,4.75,1.75,1.75,1,3,250,55,1,0,3392,proud,0.0,0,0,99
34,34,57,0,0,1,0.3596937086967955,1.2325504174223172,661.0503587282748,661.4165420561776,665.0331824111063,671.5327869122239,672.7653640253628,679.5497361329462,1.75,4.75,4.75,2.5,1,3,250,55,1,0,3449,alert,0.0,0,0,99
35,35,62,0,0,1,0.4582883071652759,1.0559856735426365,684.2996338298371,684.7658811177536,691.2826802207775,695.7824379479988,696.8384506829533,700.7991779913191,4.75,2.75,1.75,2.5,0,3,250,55,1,0,3449,jittery,0.0,0,1,100
36,36,65,0,0,1,0.34933065059612994,1.3793706466321964,705.5491393190988,705.9153489770242,709.5319502026132,713.031841042727,714.411238385077,721.0488644994867,1.75,1.75,4.75,3.25,1,3,250,55,1,0,3514,afraid,0.0,0,0,101
37,37,71,0,0,1,0.4294942331762286,1.2630321727283444,726.5486189354551,726.9816973429715,730.5314671198358,735.0317521789011,736.2948114130412,741.0484121350682,1.75,2.75,2.75,3.25,0,3,250,55,1,0,3514,upset,0.0,0,0,102
38,38,67,0,0,1,0.4983611389343423,1.1596605036129404,746.5481175679398,747.0465182019078,751.5474936926795,756.0308112462843,757.1904995426985,761.064362643403,2.75,2.75,1.75,2.5,0,3,250,55,1,0,3514,hostile,0.0,0,1,103
39,39,68,0,0,1,0.3277861095230037,1.114425524617218,765.814325068266,766.1471910436967,769.7970986509154,773.2975811851511,774.41203303979,779.2977113724855,1.75,1.75,2.75,1.75,1,3,250,55,1,0,3582,upset,0.0,0,1,104
40,0,67,0,0,1,0.7992551529141565,1.1320560346766797,4.783336094328661,5.5991166277381135,9.032804282724099,13.26551633723011,14.397599799013731,19.01553434769721,1.75,2.75,2.75,1.75,0,4,250,55,0,1,3582,proud,0.0,0,1,104
41,1,69,0,0,2,0.9268175303832322,1.1090296984375527,23.28239497886443,24.2153704433058,27.53243474817009,30.7650857316512,31.87414212580552,38.51533522690079,1.75,1.75,4.75,3.25,1,4,250,55,0,1,3651,attentive,0.0,0,1,105
42,2,74,0,0,2,0.4478521101136721,1.106996069878733,44.28200880519854,44.74820306737456,48.53192094703263,52.76476940568409,53.87179253697468,60.51459140375937,1.75,2.75,4.75,1.75,1,4,250,55,0,1,3725,upset,0.0,0,1,106
43,3,64,0,0,1,0.3538773335440055,1.0861500057962985,64.78169924458416,65.13561607316205,72.03143768140762,75.26415302716669,76.35032936298558,81.01393187326084,4.75,1.75,2.75,2.5,1,4,250,55,0,1,3789,jittery,0.0,0,0,106
44,4,71,0,0,2,0.3953782033495372,2.355401549302769,86.03100981853822,86.43039567075903,90.28089087631815,96.51351662686102,98.86894523757564,101.26361033614285,1.75,4.75,1.75,2.5,1,4,250,55,0,1,3860,excited,0.0,0,1,107
45,5,71,0,0,2,0.6732802563956284,1.2923188375589234,106.28049153764003,106.95381165476557,111.53042342699156,114.76320130655405,116.05554683983064,119.51297832417458,2.75,1.75,1.75,1.75,0,4,250,55,0,1,3860,scared,0.0,0,0,108
46,6,74,0,0,2,0.6684300467977664,1.2716402616761115,123.779950126549,124.44841089170677,131.03014239056847,134.26267452325285,135.5343418463417,139.0125579580481,4.75,1.75,1.75,3.25,1,4,250,55,0,1,3934,interested,0.0,0,1,109
47,7,72,0,0,2,0.598667920268781,1.2195079138173242,144.77944217652745,145.37814154654552,152.0293353022344,156.2623797732767,157.4819147485059,161.01205000802656,4.75,2.75,1.75,1.75,1,4,250,55,0,1,4006,irritable,0.0,0,1,110
48,8,66,0,0,1,0.5396930577608146,0.9540113241037034,165.279104823112,165.82860983696992,169.52915592895442,173.76163832715156,174.71567671266712,178.51166730846126,1.75,2.75,1.75,3.25,1,4,250,55,0,1,4072,active,0.0,0,0,110
49,9,69,0,0,2,0.5130083111444037,1.2489463419733509,184.2784736339563,184.7915207087453,189.52861360362567,193.761292745603,195.010265783294,199.5277575121936,2.75,2.75,2.75,1.75,0,4,250,55,0,1,4072,hostile,0.0,0,0,111
50,10,69,0,0,2,0.4570299514980434,1.1632977036924783,203.77802437794438,204.23509236169684,208.04468936241486,214.2614841868099,215.4248096833044,219.0271729491196,1.75,4.75,1.75,1.75,1,4,250,55,0,1,4141,distressed,0.0,0,0,112
